Date,Num1,Num2,Num3,Num4,Num5,Num6,Refund
1995-05-26,12,19,25,28,34,39,5.0
1995-05-29,17,20,33,38,42,49,2.0
1995-05-30,10,17,26,29,40,44,4.0
1995-05-31,1,11,16,21,34,36,8.0
1995-06-02,7,8,15,26,43,46,8.0
1995-06-05,5,11,12,25,30,49,7.0
1995-06-06,11,20,26,34,37,39,0.0
1995-06-07,15,18,29,31,38,41,8.0
1995-06-09,7,15,18,22,24,44,3.0
1995-06-12,18,22,26,29,32,49,1.0
1995-06-13,9,17,22,31,39,47,0.0
1995-06-14,6,8,15,17,19,26,6.0
1995-06-16,13,14,23,33,38,44,5.0
1995-06-19,3,23,24,26,34,47,8.0
1995-06-20,3,9,15,17,25,33,3.0
1995-06-21,19,29,33,43,44,48,0.0
1995-06-23,11,13,23,24,32,41,2.0
1995-06-26,3,9,14,21,27,36,4.0
1995-06-27,10,11,32,33,38,40,0.0
1995-06-28,3,9,11,18,23,29,5.0
1995-06-30,9,11,15,17,21,34,1.0
1995-07-03,5,9,21,31,36,44,5.0
1995-07-04,10,13,14,19,29,34,0.0
1995-07-05,2,8,20,23,28,39,8.0
1995-07-07,18,20,25,34,36,44,7.0
1995-07-10,1,24,26,33,42,46,2.0
1995-07-11,7,12,15,22,25,42,3.0
1995-07-12,10,12,23,25,37,40,8.0
1995-07-14,1,8,19,32,34,45,3.0
1995-07-17,1,19,30,32,33,36,3.0
1995-07-18,3,4,8,18,22,39,8.0
1995-07-19,3,6,27,31,43,44,2.0
1995-07-21,14,23,27,28,33,39,5.0
1995-07-24,2,5,27,29,33,45,8.0
1995-07-25,12,19,23,33,43,49,6.0
1995-07-26,5,8,13,18,43,47,6.0
1995-07-28,2,12,16,20,31,36,5.0
1995-07-31,11,19,21,36,37,46,4.0
1995-08-01,3,7,13,27,34,39,2.0
1995-08-02,4,7,17,20,31,36,4.0
1995-08-04,4,6,12,28,41,47,7.0
1995-08-07,3,6,15,26,33,41,3.0
1995-08-08,3,15,20,21,25,44,0.0
1995-08-09,2,8,38,39,40,47,9.0
1995-08-11,12,24,35,41,43,49,7.0
1995-08-14,13,18,19,26,38,40,3.0
1995-08-15,14,18,20,30,41,42,4.0
1995-08-16,3,6,10,28,40,45,0.0
1995-08-18,3,25,31,37,43,45,8.0
1995-08-21,15,16,23,26,35,49,5.0
1995-08-22,2,10,15,25,29,42,1.0
1995-08-23,5,20,34,40,41,47,0.0
1995-08-25,5,10,15,39,45,46,9.0
1995-08-28,7,8,9,12,18,43,4.0
1995-08-29,2,13,16,19,23,38,4.0
1995-08-30,10,12,27,29,39,45,9.0
1995-09-01,2,5,10,32,35,42,8.0
1995-09-04,2,8,23,44,45,47,1.0
1995-09-05,6,9,13,19,28,30,3.0
1995-09-06,5,18,28,29,32,47,3.0
1995-09-08,6,17,36,38,41,47,4.0
1995-09-11,16,26,28,30,41,46,0.0
1995-09-12,3,4,8,35,44,47,9.0
1995-09-13,17,18,21,32,39,44,1.0
1995-09-15,9,10,13,18,36,39,9.0
1995-09-18,4,22,23,39,43,44,6.0
1995-09-19,14,16,28,31,42,48,1.0
1995-09-20,11,22,36,40,42,45,5.0
1995-09-22,4,18,27,33,35,46,9.0
1995-09-25,6,9,19,29,42,49,7.0
1995-09-26,5,16,29,30,45,47,6.0
1995-09-27,4,5,16,18,22,23,9.0
1995-09-29,2,12,24,26,39,47,4.0
1995-10-02,5,12,17,18,28,37,9.0
1995-10-03,14,26,30,32,36,37,5.0
1995-10-04,9,17,26,32,34,43,3.0
1995-10-06,19,24,37,40,45,49,3.0
1995-10-09,5,6,10,19,28,33,5.0
1995-10-10,12,20,21,27,34,49,4.0
1995-10-11,10,14,16,31,32,39,2.0
1995-10-13,8,17,21,23,35,36,1.0
1995-10-16,17,26,27,33,42,43,2.0
1995-10-17,12,13,26,28,30,33,9.0
1995-10-18,4,13,29,32,43,48,0.0
1995-10-20,26,28,30,37,41,45,9.0
1995-10-23,5,6,8,22,31,44,3.0
1995-10-24,9,12,21,33,44,49,0.0
1995-10-25,4,6,27,28,33,48,9.0
1995-10-27,3,16,18,20,28,30,9.0
1995-10-30,6,7,8,30,42,43,5.0
1995-10-31,11,22,30,38,48,49,1.0
1995-11-01,2,12,18,19,34,35,9.0
1995-11-03,1,22,27,29,33,35,5.0
1995-11-06,10,16,25,40,45,46,7.0
1995-11-07,9,18,23,31,36,46,6.0
1995-11-08,34,35,36,39,44,48,1.0
1995-11-10,3,20,22,30,37,47,1.0
1995-11-13,9,10,11,29,31,36,5.0
1995-11-14,12,13,15,39,42,47,1.0
1995-11-15,4,9,23,29,35,43,6.0
1995-11-17,5,13,20,33,42,45,4.0
1995-11-20,3,4,16,37,39,40,9.0
1995-11-21,10,11,24,30,34,49,2.0
1995-11-22,4,6,19,33,36,41,4.0
1995-11-24,22,33,36,40,46,48,7.0
1995-11-27,2,16,20,21,23,46,8.0
1995-11-28,18,26,27,32,34,45,0.0
1995-11-29,3,6,11,25,26,46,5.0
1995-12-01,11,28,38,39,45,48,8.0
1995-12-04,15,17,19,36,42,45,5.0
1995-12-05,4,11,20,32,42,47,5.0
1995-12-06,4,13,14,20,25,30,8.0
1995-12-08,17,28,30,40,43,46,0.0
1995-12-11,4,20,25,38,44,45,6.0
1995-12-12,6,13,27,32,43,44,8.0
1995-12-13,5,21,26,32,39,43,8.0
1995-12-15,10,29,30,32,38,46,1.0
1995-12-18,4,5,32,43,45,47,9.0
1995-12-19,1,4,13,27,39,46,2.0
1995-12-20,9,12,14,21,23,34,8.0
1995-12-22,5,7,20,21,39,44,9.0
1995-12-25,7,11,17,19,25,33,5.0
1995-12-26,7,11,16,31,33,44,4.0
1995-12-27,9,26,32,33,35,39,0.0
1995-12-29,8,11,14,18,19,24,9.0
1996-01-01,27,30,32,39,43,47,1.0
1996-01-02,9,13,16,17,31,37,7.0
1996-01-03,7,12,28,32,35,47,4.0
1996-01-05,10,14,22,23,26,38,6.0
1996-01-08,2,8,16,34,37,48,8.0
1996-01-09,2,12,13,17,30,45,2.0
1996-01-10,7,21,30,31,34,40,7.0
1996-01-12,3,4,6,14,19,21,4.0
1996-01-15,3,14,15,26,35,47,8.0
1996-01-16,5,6,22,36,42,48,8.0
1996-01-17,4,5,12,18,21,42,2.0
1996-01-19,4,10,28,33,43,44,3.0
1996-01-22,2,13,26,31,33,36,9.0
1996-01-23,3,10,18,33,41,44,2.0
1996-01-24,1,7,25,33,36,41,6.0
1996-01-26,12,15,16,21,29,33,3.0
1996-01-29,8,15,16,39,41,49,5.0
1996-01-30,17,26,41,43,48,49,8.0
1996-01-31,2,13,14,15,30,49,7.0
1996-02-02,21,23,30,31,37,47,1.0
1996-02-05,2,24,25,30,33,46,0.0
1996-02-06,14,22,26,32,40,45,3.0
1996-02-07,2,11,29,34,43,49,9.0
1996-02-09,6,8,9,37,44,45,0.0
1996-02-12,1,5,32,38,45,46,5.0
1996-02-13,5,6,10,19,24,48,3.0
1996-02-14,1,2,6,37,40,47,1.0
1996-02-16,10,12,28,30,37,44,4.0
1996-02-19,6,17,21,23,31,44,2.0
1996-02-20,6,18,24,26,27,45,5.0
1996-02-21,17,24,31,33,40,41,3.0
1996-02-23,10,12,21,42,43,46,0.0
1996-02-26,7,19,21,31,35,46,2.0
1996-02-27,8,10,26,30,42,43,9.0
1996-02-28,4,8,12,14,25,44,2.0
1996-03-01,24,31,44,45,46,48,7.0
1996-03-04,2,5,20,25,28,48,3.0
1996-03-05,3,17,29,31,42,45,4.0
1996-03-06,2,4,35,38,39,45,7.0
1996-03-08,5,12,19,23,27,29,9.0
1996-03-11,6,19,25,28,35,36,5.0
1996-03-12,3,8,28,35,38,43,0.0
1996-03-13,2,4,18,20,31,49,2.0
1996-03-15,11,24,29,38,42,45,8.0
1996-03-18,7,15,17,19,31,43,7.0
1996-03-19,24,31,36,45,46,48,9.0
1996-03-20,21,26,27,33,44,45,7.0
1996-03-22,3,17,21,33,35,47,2.0
1996-03-25,3,9,10,12,48,49,0.0
1996-03-26,3,4,11,13,22,23,0.0
1996-03-27,2,19,24,26,45,46,8.0
1996-03-29,8,9,10,14,35,41,7.0
1996-04-01,8,20,26,27,28,45,3.0
1996-04-02,1,4,18,33,34,45,9.0
1996-04-03,1,3,22,25,37,49,5.0
1996-04-05,5,11,14,19,23,32,0.0
1996-04-08,7,13,19,33,34,47,5.0
1996-04-09,3,13,20,24,42,48,3.0
1996-04-10,19,20,23,30,36,39,9.0
1996-04-12,1,3,9,19,39,41,0.0
1996-04-15,3,8,14,15,23,32,5.0
1996-04-16,1,4,11,22,33,49,6.0
1996-04-17,2,4,31,41,43,49,9.0
1996-04-19,1,3,6,10,12,34,5.0
1996-04-22,1,7,34,35,41,43,0.0
1996-04-23,8,18,23,32,39,48,8.0
1996-04-24,14,16,29,32,38,42,4.0
1996-04-26,6,15,23,31,36,47,5.0
1996-04-29,14,30,33,34,46,48,1.0
1996-04-30,16,20,33,39,42,44,0.0
1996-05-01,5,10,12,15,26,40,6.0
1996-05-03,13,18,32,37,47,48,0.0
1996-05-06,9,30,31,32,38,46,5.0
1996-05-07,2,7,10,15,37,46,7.0
1996-05-08,2,6,19,22,23,29,9.0
1996-05-10,2,3,9,31,35,36,4.0
1996-05-13,5,18,30,31,44,46,4.0
1996-05-14,5,9,15,28,36,41,4.0
1996-05-15,1,4,5,11,18,33,9.0
1996-05-17,6,7,26,28,41,42,4.0
1996-05-20,1,4,15,27,34,36,6.0
1996-05-21,6,18,23,31,42,43,7.0
1996-05-22,6,9,12,19,29,37,8.0
1996-05-24,7,11,14,24,32,45,0.0
1996-05-27,11,20,21,23,30,46,2.0
1996-05-28,1,13,27,29,33,34,0.0
1996-05-29,2,12,14,26,31,36,6.0
1996-05-31,1,16,31,34,39,45,9.0
1996-06-03,5,16,26,34,38,48,0.0
1996-06-04,10,21,23,33,39,49,7.0
1996-06-05,12,15,23,31,32,43,7.0
1996-06-07,7,17,21,23,38,49,3.0
1996-06-10,8,13,23,45,48,49,7.0
1996-06-11,18,24,27,28,30,42,0.0
1996-06-12,1,6,12,16,37,47,5.0
1996-06-14,28,29,36,40,47,49,7.0
1996-06-17,6,8,10,16,40,46,1.0
1996-06-18,8,13,18,20,41,47,9.0
1996-06-19,1,3,11,28,32,33,9.0
1996-06-21,11,13,26,31,38,48,4.0
1996-06-24,13,16,18,27,30,45,0.0
1996-06-25,12,20,33,34,43,48,9.0
1996-06-26,11,14,15,19,27,46,6.0
1996-06-28,21,26,27,30,41,45,1.0
1996-07-01,3,8,12,26,47,49,9.0
1996-07-02,10,18,29,36,47,48,8.0
1996-07-03,11,13,25,28,32,38,7.0
1996-07-05,2,10,12,19,30,42,5.0
1996-07-08,14,19,35,43,44,45,2.0
1996-07-09,9,19,31,33,35,45,6.0
1996-07-10,4,11,17,35,41,48,6.0
1996-07-12,8,11,14,23,35,43,0.0
1996-07-15,12,19,36,42,45,49,1.0
1996-07-16,10,19,31,39,40,44,4.0
1996-07-17,2,13,19,34,38,41,0.0
1996-07-19,1,13,19,32,44,47,7.0
1996-07-22,7,9,10,25,34,45,5.0
1996-07-23,2,8,9,10,13,46,5.0
1996-07-24,5,9,11,21,24,37,4.0
1996-07-26,5,15,26,31,33,47,9.0
1996-07-29,17,32,35,37,46,48,8.0
1996-07-30,15,16,20,28,30,36,8.0
1996-07-31,4,12,21,26,30,38,0.0
1996-08-02,10,13,15,20,33,46,1.0
1996-08-05,2,5,27,34,37,46,6.0
1996-08-06,12,21,33,35,43,47,2.0
1996-08-07,6,10,29,32,37,41,5.0
1996-08-09,3,16,18,26,41,43,8.0
1996-08-12,1,11,13,16,17,38,2.0
1996-08-13,11,12,15,16,27,31,9.0
1996-08-14,6,7,14,15,33,45,7.0
1996-08-16,12,20,24,29,31,44,4.0
1996-08-19,2,10,26,38,41,42,5.0
1996-08-20,6,13,16,29,32,45,9.0
1996-08-21,6,14,22,24,26,34,0.0
1996-08-23,3,12,28,35,37,43,5.0
1996-08-26,10,18,32,33,38,39,3.0
1996-08-27,28,29,30,32,39,43,3.0
1996-08-28,5,35,36,40,43,44,1.0
1996-08-30,1,19,23,39,41,43,6.0
1996-09-02,10,13,16,33,34,48,4.0
1996-09-03,2,9,24,32,36,46,1.0
1996-09-04,3,7,15,20,26,49,9.0
1996-09-06,13,23,34,38,44,46,2.0
1996-09-09,3,11,12,20,22,24,2.0
1996-09-10,24,25,32,38,39,48,5.0
1996-09-11,17,18,30,35,36,39,9.0
1996-09-13,11,17,28,42,43,48,7.0
1996-09-16,9,12,13,15,41,46,6.0
1996-09-17,3,4,9,31,34,42,0.0
1996-09-18,1,3,11,26,27,38,3.0
1996-09-20,6,9,10,26,31,32,6.0
1996-09-23,5,6,14,17,31,37,1.0
1996-09-24,3,6,11,20,31,37,7.0
1996-09-25,11,14,34,35,37,43,9.0
1996-09-27,17,24,37,39,40,46,2.0
1996-09-30,3,10,14,27,30,44,9.0
1996-10-01,4,8,9,39,47,48,5.0
1996-10-02,7,15,21,30,45,47,5.0
1996-10-04,5,13,18,19,39,44,6.0
1996-10-07,8,12,38,43,44,49,9.0
1996-10-08,3,10,19,20,41,42,3.0
1996-10-09,8,22,30,32,38,46,9.0
1996-10-11,14,15,18,28,30,41,9.0
1996-10-14,9,22,41,43,44,48,2.0
1996-10-15,5,14,18,26,32,41,4.0
1996-10-16,7,11,14,30,40,49,0.0
1996-10-18,12,14,26,34,35,38,2.0
1996-10-21,10,17,20,23,36,38,6.0
1996-10-22,19,23,24,25,39,45,3.0
1996-10-23,9,19,21,37,38,45,7.0
1996-10-25,11,19,25,29,40,42,3.0
1996-10-28,4,12,25,39,41,45,6.0
1996-10-29,4,5,19,23,26,48,3.0
1996-10-30,3,16,19,32,44,48,7.0
1996-11-01,3,8,21,26,27,39,5.0
1996-11-04,4,8,12,26,37,49,5.0
1996-11-05,10,19,27,31,32,47,2.0
1996-11-06,5,8,14,19,39,44,7.0
1996-11-08,1,3,6,17,44,46,8.0
1996-11-11,7,8,22,23,30,38,2.0
1996-11-12,7,14,21,28,41,42,4.0
1996-11-13,1,5,13,21,36,38,8.0
1996-11-15,1,11,17,27,46,47,1.0
1996-11-18,17,25,31,32,33,39,2.0
1996-11-19,2,21,34,37,40,45,7.0
1996-11-20,18,20,36,38,42,45,8.0
1996-11-22,5,7,11,27,35,46,8.0
1996-11-25,19,23,26,34,36,43,1.0
1996-11-26,1,12,14,32,36,49,3.0
1996-11-27,2,12,13,16,29,37,7.0
1996-11-29,14,21,29,35,40,47,4.0
1996-12-02,7,19,24,26,31,42,3.0
1996-12-03,9,10,14,18,47,48,1.0
1996-12-04,11,16,24,33,34,36,3.0
1996-12-06,3,10,13,24,34,42,0.0
1996-12-09,5,10,12,21,33,34,6.0
1996-12-10,10,12,22,33,37,43,0.0
1996-12-11,2,3,4,15,33,43,4.0
1996-12-13,2,6,21,22,23,45,6.0
1996-12-16,3,16,36,42,43,44,0.0
1996-12-17,4,6,18,21,23,31,3.0
1996-12-18,12,24,25,32,38,42,1.0
1996-12-20,8,26,30,36,39,44,3.0
1996-12-23,7,9,14,26,29,44,3.0
1996-12-24,4,20,21,23,24,35,8.0
1996-12-25,13,15,29,36,37,40,4.0
1996-12-27,7,9,21,38,41,46,7.0
1996-12-30,3,32,42,45,47,49,6.0
1996-12-31,10,12,31,34,36,48,5.0
1997-01-01,6,7,13,17,36,47,8.0
1997-01-03,10,14,19,29,39,40,4.0
1997-01-06,9,14,19,32,38,48,7.0
1997-01-07,2,7,12,13,17,37,5.0
1997-01-08,1,18,29,32,39,43,0.0
1997-01-10,7,13,26,33,42,46,3.0
1997-01-13,9,14,17,24,37,39,7.0
1997-01-14,9,12,19,24,34,35,4.0
1997-01-15,13,28,35,37,41,49,4.0
1997-01-17,9,21,29,35,44,49,5.0
1997-01-20,9,25,29,36,44,48,2.0
1997-01-21,3,11,28,37,41,47,4.0
1997-01-22,10,14,17,19,26,45,7.0
1997-01-24,3,13,26,27,32,44,5.0
1997-01-27,7,9,13,17,19,21,0.0
1997-01-28,2,8,27,29,30,36,7.0
1997-01-29,17,27,28,33,42,46,7.0
1997-01-31,29,32,36,40,42,43,4.0
1997-02-03,2,10,14,16,19,41,9.0
1997-02-04,18,20,31,37,42,46,4.0
1997-02-05,3,4,6,10,30,47,5.0
1997-02-07,9,17,24,28,35,37,4.0
1997-02-10,4,10,33,46,47,48,4.0
1997-02-11,3,8,20,28,33,36,4.0
1997-02-12,8,23,28,46,47,49,2.0
1997-02-14,5,7,8,14,25,48,0.0
1997-02-17,1,8,11,12,14,16,5.0
1997-02-18,8,16,19,30,31,42,7.0
1997-02-19,5,9,13,23,35,45,1.0
1997-02-21,14,15,23,26,31,42,5.0
1997-02-24,1,2,21,22,27,31,9.0
1997-02-25,4,16,17,18,24,49,3.0
1997-02-26,4,6,19,34,39,44,5.0
1997-02-28,4,17,23,28,33,34,1.0
1997-03-03,13,20,25,31,42,44,5.0
1997-03-04,13,22,24,29,31,42,4.0
1997-03-05,2,16,33,34,36,48,0.0
1997-03-07,9,20,22,34,37,41,5.0
1997-03-10,2,6,10,15,23,40,0.0
1997-03-11,20,21,23,28,43,45,9.0
1997-03-12,11,15,18,19,33,41,0.0
1997-03-14,4,6,8,10,11,17,5.0
1997-03-17,14,16,19,21,34,44,3.0
1997-03-18,4,8,9,17,26,48,9.0
1997-03-19,1,7,11,12,20,45,8.0
1997-03-21,12,17,20,28,34,49,0.0
1997-03-24,11,18,21,36,47,48,7.0
1997-03-25,1,3,23,32,45,46,0.0
1997-03-26,11,21,22,41,43,46,4.0
1997-03-28,7,11,12,32,35,41,2.0
1997-03-31,3,12,14,24,43,47,7.0
1997-04-01,1,8,32,35,39,49,5.0
1997-04-02,13,14,27,32,33,47,3.0
1997-04-04,15,22,26,30,36,49,5.0
1997-04-07,5,11,26,38,45,47,9.0
1997-04-08,2,4,8,11,21,45,8.0
1997-04-09,9,17,18,39,41,43,8.0
1997-04-11,18,20,26,30,31,40,9.0
1997-04-14,5,8,20,22,26,37,7.0
1997-04-15,1,2,5,7,28,34,0.0
1997-04-16,1,3,15,21,32,36,5.0
1997-04-18,11,14,21,29,37,47,5.0
1997-04-21,8,13,14,19,28,44,6.0
1997-04-22,7,13,23,26,41,44,5.0
1997-04-23,6,7,16,19,24,39,2.0
1997-04-25,2,14,19,28,43,45,4.0
1997-04-28,4,15,26,29,31,34,5.0
1997-04-29,7,9,15,21,22,45,5.0
1997-04-30,3,8,9,13,28,30,2.0
1997-05-02,10,12,19,30,34,41,5.0
1997-05-05,4,14,29,38,40,44,9.0
1997-05-06,9,26,34,36,40,45,3.0
1997-05-07,23,26,27,29,31,35,3.0
1997-05-09,6,11,17,28,36,43,6.0
1997-05-12,11,16,18,34,37,42,3.0
1997-05-13,8,11,14,17,23,40,6.0
1997-05-14,18,22,25,27,38,46,6.0
1997-05-16,2,10,15,16,22,28,2.0
1997-05-19,21,22,27,44,48,49,2.0
1997-05-20,5,17,21,22,25,31,3.0
1997-05-21,20,21,24,32,45,49,3.0
1997-05-23,4,13,14,16,38,49,9.0
1997-05-26,2,3,10,14,22,30,8.0
1997-05-27,6,14,24,26,35,41,1.0
1997-05-28,6,31,33,39,42,47,3.0
1997-05-30,1,6,19,39,40,44,4.0
1997-06-02,1,3,9,17,35,48,1.0
1997-06-03,2,10,15,19,23,42,4.0
1997-06-04,2,3,7,11,26,29,7.0
1997-06-06,2,3,29,32,41,47,6.0
1997-06-09,16,17,31,32,39,40,4.0
1997-06-10,4,24,25,36,38,39,3.0
1997-06-11,22,25,29,39,41,47,7.0
1997-06-13,1,3,7,17,42,44,6.0
1997-06-16,2,8,13,25,26,41,5.0
1997-06-17,7,8,11,32,40,43,0.0
1997-06-18,6,16,34,39,42,49,7.0
1997-06-20,1,4,7,14,18,34,9.0
1997-06-23,20,22,27,32,41,46,5.0
1997-06-24,3,8,23,27,46,48,4.0
1997-06-25,3,11,19,28,29,37,3.0
1997-06-27,8,32,33,36,39,40,7.0
1997-06-30,2,14,26,30,43,46,7.0
1997-07-01,2,9,20,24,25,37,6.0
1997-07-02,1,11,12,23,45,47,3.0
1997-07-04,8,12,13,16,20,47,1.0
1997-07-07,10,30,36,39,40,43,2.0
1997-07-08,7,19,22,26,27,33,4.0
1997-07-09,3,4,18,23,26,29,1.0
1997-07-11,8,19,25,29,33,41,8.0
1997-07-14,5,11,12,14,20,25,0.0
1997-07-15,7,19,22,23,30,45,2.0
1997-07-16,9,10,21,35,42,47,3.0
1997-07-18,3,4,6,37,42,47,2.0
1997-07-21,4,30,31,35,36,37,9.0
1997-07-22,2,12,17,27,40,41,6.0
1997-07-23,11,25,27,28,43,46,1.0
1997-07-25,5,12,28,39,42,47,8.0
1997-07-28,11,20,23,30,33,45,9.0
1997-07-29,6,10,20,21,37,41,6.0
1997-07-30,11,12,26,34,37,49,4.0
1997-08-01,2,3,15,25,33,49,7.0
1997-08-04,14,16,25,29,34,45,2.0
1997-08-05,8,15,20,35,43,49,8.0
1997-08-06,9,16,24,25,34,45,1.0
1997-08-08,12,13,35,37,39,48,3.0
1997-08-11,1,3,25,26,31,33,5.0
1997-08-12,3,10,16,19,24,30,1.0
1997-08-13,4,19,23,32,38,47,6.0
1997-08-15,13,15,17,25,36,42,0.0
1997-08-18,4,13,14,31,43,45,5.0
1997-08-19,1,9,21,30,34,43,6.0
1997-08-20,5,10,12,20,32,38,8.0
1997-08-22,2,14,29,34,35,46,2.0
1997-08-25,1,12,25,37,43,47,7.0
1997-08-26,2,3,14,26,30,47,3.0
1997-08-27,7,23,28,31,37,49,3.0
1997-08-29,3,5,18,33,34,49,2.0
1997-09-01,9,14,34,38,40,41,2.0
1997-09-02,8,21,27,33,34,38,6.0
1997-09-03,1,15,25,35,40,42,8.0
1997-09-05,8,20,28,32,38,44,7.0
1997-09-08,1,16,31,41,43,46,5.0
1997-09-09,6,15,19,24,32,47,1.0
1997-09-10,4,9,13,31,33,49,1.0
1997-09-12,9,15,28,29,30,35,9.0
1997-09-15,9,26,38,43,47,49,1.0
1997-09-16,1,9,21,38,46,47,3.0
1997-09-17,2,5,17,22,41,49,6.0
1997-09-19,10,13,22,33,42,45,4.0
1997-09-22,36,38,41,43,44,46,0.0
1997-09-23,1,9,10,21,32,33,0.0
1997-09-24,1,2,12,24,25,44,2.0
1997-09-26,20,28,31,35,36,44,1.0
1997-09-29,1,5,10,16,21,23,2.0
1997-09-30,11,12,14,16,25,39,5.0
1997-10-01,1,9,10,21,22,44,6.0
1997-10-03,5,17,24,37,43,46,3.0
1997-10-06,14,17,39,40,45,47,8.0
1997-10-07,10,11,20,28,43,49,5.0
1997-10-08,6,9,11,14,33,42,8.0
1997-10-10,17,29,32,34,40,49,7.0
1997-10-13,2,11,28,37,42,44,8.0
1997-10-14,1,26,28,31,34,42,1.0
1997-10-15,6,9,12,18,26,48,9.0
1997-10-17,12,18,20,23,25,32,0.0
1997-10-20,20,28,30,35,39,42,9.0
1997-10-21,8,12,28,42,43,44,6.0
1997-10-22,2,11,26,30,32,48,1.0
1997-10-24,10,14,23,32,33,42,0.0
1997-10-27,1,18,21,33,36,49,8.0
1997-10-28,16,19,38,40,43,48,4.0
1997-10-29,3,4,7,24,25,46,9.0
1997-10-31,22,30,41,44,45,48,9.0
1997-11-03,3,13,19,20,44,45,4.0
1997-11-04,1,15,26,29,30,46,7.0
1997-11-05,20,26,31,37,45,47,5.0
1997-11-07,4,7,24,30,41,42,2.0
1997-11-10,6,8,12,13,23,34,9.0
1997-11-11,2,3,16,19,34,43,8.0
1997-11-12,1,10,14,19,41,46,7.0
1997-11-14,6,8,9,16,25,47,3.0
1997-11-17,8,21,26,27,30,38,3.0
1997-11-18,22,26,27,37,38,45,7.0
1997-11-19,5,8,25,26,42,45,7.0
1997-11-21,5,24,25,26,30,43,1.0
1997-11-24,1,4,18,28,36,39,2.0
1997-11-25,4,6,7,12,15,39,3.0
1997-11-26,14,17,21,27,28,33,1.0
1997-11-28,2,6,9,29,35,45,9.0
1997-12-01,1,8,17,19,34,43,4.0
1997-12-02,6,22,33,38,47,48,9.0
1997-12-03,8,9,25,37,43,46,9.0
1997-12-05,2,13,25,32,33,48,6.0
1997-12-08,19,24,37,40,41,48,9.0
1997-12-09,1,12,16,17,32,37,4.0
1997-12-10,5,6,13,36,45,49,2.0
1997-12-12,11,17,26,32,48,49,7.0
1997-12-15,4,8,14,21,40,47,4.0
1997-12-16,1,4,12,26,38,40,3.0
1997-12-17,9,25,26,30,31,34,6.0
1997-12-19,4,23,28,29,47,48,8.0
1997-12-22,7,21,24,25,33,45,0.0
1997-12-23,1,4,20,23,44,46,8.0
1997-12-24,4,9,16,36,38,41,9.0
1997-12-26,8,10,12,21,40,48,5.0
1997-12-29,3,11,22,33,43,45,3.0
1997-12-30,3,5,9,16,38,41,8.0
1997-12-31,1,13,14,22,27,30,2.0
1998-01-02,25,32,42,43,48,49,3.0
1998-01-05,14,17,29,30,34,40,0.0
1998-01-06,22,25,27,30,31,36,5.0
1998-01-07,8,27,28,37,40,48,0.0
1998-01-09,3,9,19,22,30,44,8.0
1998-01-12,4,7,8,10,36,41,1.0
1998-01-13,8,17,18,20,33,44,2.0
1998-01-14,7,11,18,23,30,41,2.0
1998-01-16,1,14,19,33,39,46,7.0
1998-01-19,12,17,22,29,39,49,7.0
1998-01-20,1,12,22,27,45,48,0.0
1998-01-21,3,23,28,38,41,47,3.0
1998-01-23,18,20,28,45,47,48,7.0
1998-01-26,3,11,19,24,27,41,1.0
1998-01-27,1,19,20,23,31,44,8.0
1998-01-28,12,19,32,37,39,40,7.0
1998-01-30,11,17,18,27,42,48,9.0
1998-02-02,9,14,21,23,26,42,0.0
1998-02-03,2,9,35,37,45,48,4.0
1998-02-04,5,10,19,21,27,29,4.0
1998-02-06,6,9,12,15,23,45,8.0
1998-02-09,14,19,22,26,29,44,2.0
1998-02-10,9,14,15,24,26,28,8.0
1998-02-11,20,44,45,47,48,49,0.0
1998-02-13,1,5,13,16,28,37,6.0
1998-02-16,11,12,19,35,36,43,6.0
1998-02-17,1,5,17,34,42,44,1.0
1998-02-18,11,25,28,32,35,48,8.0
1998-02-20,1,4,13,23,26,44,7.0
1998-02-23,1,2,12,27,42,45,9.0
1998-02-24,5,18,21,22,27,32,6.0
1998-02-25,4,28,31,33,34,48,3.0
1998-02-27,14,18,29,32,35,37,7.0
1998-03-02,2,28,39,40,43,49,6.0
1998-03-03,10,20,26,29,42,43,3.0
1998-03-04,2,6,9,38,41,46,8.0
1998-03-06,20,25,36,41,43,45,3.0
1998-03-09,10,21,22,32,44,49,3.0
1998-03-10,11,31,34,41,43,44,9.0
1998-03-11,2,3,12,28,42,45,7.0
1998-03-13,16,29,32,45,46,49,8.0
1998-03-16,5,18,24,26,33,48,0.0
1998-03-17,22,24,31,32,38,46,6.0
1998-03-18,11,18,24,26,39,48,4.0
1998-03-20,3,14,24,27,29,44,4.0
1998-03-23,10,31,33,38,44,45,7.0
1998-03-24,10,17,19,21,33,34,9.0
1998-03-25,3,8,9,27,29,41,8.0
1998-03-27,2,8,24,30,43,48,0.0
1998-03-30,15,16,30,42,44,46,9.0
1998-03-31,9,10,16,28,31,41,9.0
1998-04-01,3,10,14,25,33,44,5.0
1998-04-03,13,30,32,34,38,48,2.0
1998-04-06,6,7,23,25,26,44,3.0
1998-04-07,6,11,12,17,26,29,8.0
1998-04-08,12,14,16,20,27,40,2.0
1998-04-10,4,14,20,32,34,43,3.0
1998-04-13,14,19,22,29,35,49,0.0
1998-04-14,3,5,13,21,29,35,8.0
1998-04-15,1,4,6,9,29,38,7.0
1998-04-17,1,8,9,32,35,44,3.0
1998-04-20,3,7,10,15,18,28,9.0
1998-04-21,3,15,19,22,25,31,0.0
