Date;Num1;Num2;Num3;Num4;Num5;Clue
3/03/2019;01;05;07;27;44;9
10/03/2019;15;19;35;36;37;5
17/03/2019;19;20;34;36;37;6
24/03/2019;01;08;09;16;42;8
31/03/2019;08;12;15;24;33;2
7/04/2019;05;09;19;21;27;6
14/04/2019;07;11;14;33;41;3
21/04/2019;16;22;38;40;46;7
28/04/2019;02;04;05;24;43;2
5/05/2019;08;12;18;20;26;7
12/05/2019;02;10;11;49;54;3
19/05/2019;19;20;24;37;45;5
26/05/2019;09;30;32;49;50;0
2/06/2019;10;14;31;42;43;1
9/06/2019;02;07;13;27;31;0
16/06/2019;09;24;27;43;45;7
23/06/2019;08;19;22;30;34;9
30/06/2019;11;13;26;28;43;5
7/07/2019;20;23;24;34;41;8
14/07/2019;12;18;40;42;51;9
21/07/2019;03;17;21;37;43;8
28/07/2019;01;06;12;28;54;1
4/08/2019;37;39;43;48;49;4
11/08/2019;03;07;18;40;53;6
18/08/2019;07;13;22;27;34;4
25/08/2019;17;24;31;34;36;9
1/09/2019;08;17;29;48;49;4
8/09/2019;02;03;23;27;49;8
15/09/2019;09;24;29;33;54;3
22/09/2019;24;29;35;51;54;3
29/09/2019;03;06;07;33;35;3
6/10/2019;03;14;18;37;51;0
13/10/2019;15;16;27;32;35;4
20/10/2019;20;25;32;41;53;9
27/10/2019;25;26;28;29;51;2
3/11/2019;12;14;16;32;50;3
10/11/2019;03;07;22;45;49;5
17/11/2019;01;12;24;43;47;9
24/11/2019;13;24;40;48;54;7
1/12/2019;09;21;30;41;53;8
8/12/2019;02;03;27;30;38;9
15/12/2019;05;13;15;27;38;2
22/12/2019;14;28;46;50;52;2
29/12/2019;13;16;21;30;35;2
5/01/2020;22;25;27;32;44;6
12/01/2020;31;34;44;45;47;9
19/01/2020;15;18;39;43;54;9
26/01/2020;01;12;21;40;54;8
2/02/2020;08;15;22;38;45;2
9/02/2020;01;04;28;44;49;5
16/02/2020;12;29;34;51;53;6
23/02/2020;07;18;20;47;50;3
1/03/2020;03;08;10;20;26;5
8/03/2020;38;40;44;49;51;5
15/03/2020;04;07;12;22;42;3
31/05/2020;03;11;17;36;54;5
7/06/2020;02;10;25;34;54;2
14/06/2020;03;21;31;32;54;7
21/06/2020;10;14;20;25;37;2
28/06/2020;02;13;39;41;46;0
5/07/2020;05;07;11;23;33;4
12/07/2020;10;23;27;28;46;7
19/07/2020;24;30;43;49;50;9
26/07/2020;09;30;34;36;37;5
2/08/2020;06;19;39;50;51;1
9/08/2020;10;34;37;42;49;0
16/08/2020;09;20;28;30;52;2
23/08/2020;09;13;22;29;51;2
30/08/2020;05;09;35;37;46;3
6/09/2020;08;10;26;40;43;8
13/09/2020;06;31;50;52;54;1
20/09/2020;07;31;37;48;54;6
27/09/2020;01;27;45;48;54;9
4/10/2020;03;06;13;23;37;1
11/10/2020;13;17;23;25;50;1
18/10/2020;05;09;32;38;39;5
25/10/2020;06;16;18;31;39;2
1/11/2020;06;15;29;34;36;9
8/11/2020;06;23;39;43;45;4
15/11/2020;02;03;07;16;21;2
22/11/2020;18;24;28;36;45;2
29/11/2020;01;06;22;26;39;6
6/12/2020;12;31;32;51;52;8
13/12/2020;16;23;33;35;50;3
20/12/2020;02;06;42;50;54;5
27/12/2020;16;24;30;41;45;2
3/01/2021;11;16;33;35;46;9
10/01/2021;02;19;20;21;25;0
17/01/2021;07;08;10;17;24;1
24/01/2021;08;18;27;50;54;4
31/01/2021;03;08;26;32;45;8
7/02/2021;06;08;26;37;50;3
14/02/2021;02;20;33;37;53;3
21/02/2021;08;16;37;40;46;4
28/02/2021;05;06;26;27;35;6
7/03/2021;15;24;40;42;48;9
14/03/2021;20;32;34;39;48;4
21/03/2021;21;27;30;34;42;7
28/03/2021;02;05;07;09;16;6
4/04/2021;18;25;43;44;52;5
11/04/2021;05;07;15;16;18;6
18/04/2021;19;21;24;42;44;2
25/04/2021;04;08;09;33;48;4
2/05/2021;15;17;19;33;43;7
9/05/2021;03;15;20;37;44;8
16/05/2021;01;14;27;35;43;9
23/05/2021;06;07;11;14;32;5
30/05/2021;06;13;19;28;51;9
6/06/2021;15;34;43;44;52;2
13/06/2021;04;14;21;25;51;2
20/06/2021;04;05;30;34;43;0
27/06/2021;18;20;24;31;38;9
4/07/2021;02;18;31;43;54;2
11/07/2021;01;18;19;30;50;4
18/07/2021;04;06;12;36;50;3
25/07/2021;27;29;43;49;52;8
1/08/2021;12;14;23;52;53;0
8/08/2021;13;33;35;39;52;5
15/08/2021;07;12;44;47;51;2
22/08/2021;12;34;43;46;48;1
29/08/2021;08;19;23;45;46;8
5/09/2021;01;16;30;35;45;0
12/09/2021;11;15;21;35;51;6
19/09/2021;02;03;04;12;52;9
26/09/2021;16;31;37;39;48;2
3/10/2021;33;43;44;45;46;4
10/10/2021;02;03;23;25;54;8
17/10/2021;01;02;17;38;49;4
24/10/2021;02;13;38;51;53;5
31/10/2021;04;10;18;34;48;7
7/11/2021;01;18;39;48;53;6
14/11/2021;05;28;37;50;53;3
21/11/2021;11;15;22;43;51;2
28/11/2021;13;16;27;32;34;7
5/12/2021;08;28;33;46;51;4
12/12/2021;34;39;42;43;44;6
19/12/2021;10;19;20;27;51;0
26/12/2021;13;35;41;48;53;9
2/01/2022;08;12;31;47;50;5
9/01/2022;10;17;36;43;52;3
16/01/2022;02;17;48;50;53;5
23/01/2022;09;22;25;27;35;8
30/01/2022;13;28;32;39;47;4
6/02/2022;13;18;47;50;51;8
13/02/2022;05;22;34;41;52;1
20/02/2022;02;09;11;22;43;3
27/02/2022;17;26;32;34;48;1
6/03/2022;32;36;40;44;48;3
13/03/2022;07;32;38;41;49;1
20/03/2022;09;10;16;30;49;0
27/03/2022;15;21;34;35;37;9
3/04/2022;06;09;34;50;54;9
10/04/2022;04;16;24;49;51;3
17/04/2022;06;18;19;40;48;0
24/04/2022;04;15;28;35;50;7
1/05/2022;14;19;39;47;54;9
8/05/2022;14;18;25;47;52;8
15/05/2022;18;32;37;51;52;6
22/05/2022;02;06;12;25;42;6
29/05/2022;05;13;27;37;41;6
5/06/2022;20;26;30;38;53;9
12/06/2022;06;09;11;28;30;4
19/06/2022;05;17;19;23;27;4
26/06/2022;14;15;28;29;33;0
3/07/2022;06;10;16;27;44;3
10/07/2022;29;39;40;42;53;3
17/07/2022;01;04;06;36;45;2
24/07/2022;01;03;40;44;49;0
31/07/2022;02;36;45;47;51;4
7/08/2022;19;39;46;50;54;1
14/08/2022;18;20;24;40;41;5
21/08/2022;23;25;28;46;47;3
28/08/2022;09;15;28;42;46;8
4/09/2022;11;17;18;29;34;3
11/09/2022;01;19;25;27;39;1
18/09/2022;03;04;12;21;34;4
25/09/2022;02;18;24;28;34;2
2/10/2022;11;13;35;49;53;0
9/10/2022;03;08;22;26;45;5
16/10/2022;04;21;24;25;41;8
23/10/2022;05;23;34;36;54;8
30/10/2022;05;18;21;30;37;1
6/11/2022;22;23;29;36;52;9
13/11/2022;13;22;41;43;48;9
20/11/2022;09;12;16;45;49;2
27/11/2022;13;15;22;45;53;1
4/12/2022;05;27;42;44;53;7
11/12/2022;03;13;24;41;42;3
18/12/2022;07;08;11;18;50;7
25/12/2022;21;24;44;51;54;1
1/01/2023;05;20;31;35;50;9
8/01/2023;13;25;37;41;51;1
15/01/2023;30;32;33;35;38;2
22/01/2023;23;24;42;46;50;2
29/01/2023;12;33;39;46;48;5
5/02/2023;10;16;37;40;46;7
12/02/2023;03;09;15;20;23;9
19/02/2023;03;08;13;24;37;5
26/02/2023;10;19;28;46;53;1
5/03/2023;02;03;15;33;47;7
12/03/2023;22;34;49;50;54;2
19/03/2023;09;32;37;41;54;2
26/03/2023;05;08;37;45;54;2
2/04/2023;05;23;31;39;50;6
9/04/2023;02;15;42;52;53;2
16/04/2023;31;37;43;47;52;3
23/04/2023;18;20;21;33;50;2
30/04/2023;08;09;19;35;38;8
7/05/2023;16;19;22;40;53;4
14/05/2023;11;15;16;33;45;4
21/05/2023;04;09;30;32;51;4
28/05/2023;08;15;26;37;53;8
4/06/2023;06;09;11;19;42;3
11/06/2023;08;13;37;51;53;6
18/06/2023;05;11;25;39;51;4
25/06/2023;10;26;37;51;54;7
2/07/2023;33;38;49;51;52;6
9/07/2023;03;22;27;30;50;3
16/07/2023;11;31;40;44;54;8
23/07/2023;02;24;31;39;49;0
30/07/2023;04;12;17;47;50;6
6/08/2023;11;24;29;38;45;2
13/08/2023;05;18;24;34;51;2
20/08/2023;01;02;07;18;19;2
27/08/2023;04;14;26;38;50;3
3/09/2023;16;31;40;46;54;0
10/09/2023;10;18;24;27;31;4
17/09/2023;12;37;38;40;47;0
24/09/2023;09;11;13;15;35;7
1/10/2023;02;04;15;30;54;7
8/10/2023;10;13;18;40;47;5
15/10/2023;01;02;05;19;28;2
22/10/2023;07;15;19;33;35;1
29/10/2023;04;19;29;36;54;1
5/11/2023;02;04;13;19;43;3
12/11/2023;13;24;36;43;52;4
19/11/2023;02;12;15;21;48;4
26/11/2023;04;19;27;29;52;8
3/12/2023;11;13;25;26;44;8
10/12/2023;05;06;42;50;54;0
17/12/2023;12;29;33;45;51;2
24/12/2023;06;19;24;33;42;0
31/12/2023;03;10;19;28;35;3
7/01/2024;06;18;20;31;49;1
14/01/2024;01;26;28;40;45;8
21/01/2024;06;10;23;24;49;6
28/01/2024;10;19;23;26;39;1
4/02/2024;09;26;28;43;51;9
11/02/2024;02;03;08;21;36;9
18/02/2024;05;06;19;34;44;6
25/02/2024;01;19;20;21;39;2
3/03/2024;08;17;24;26;32;1
10/03/2024;06;11;24;42;47;8
17/03/2024;24;42;45;49;53;5
24/03/2024;15;29;30;44;49;2
31/03/2024;36;37;44;48;50;4
7/04/2024;08;18;28;40;47;4
14/04/2024;01;03;30;37;48;7
21/04/2024;08;27;35;45;50;6
28/04/2024;08;23;34;37;54;6
5/05/2024;03;06;19;20;45;1
12/05/2024;03;15;24;49;52;2
19/05/2024;07;09;11;16;36;4
26/05/2024;10;17;19;26;28;8
2/06/2024;03;18;26;28;34;0
9/06/2024;06;17;44;45;50;2
16/06/2024;05;11;23;38;40;2
23/06/2024;06;14;19;30;48;3
30/06/2024;26;34;39;41;51;7
